@relation numericData

@attribute Case_no numeric
@attribute checking_status_no_checking numeric
@attribute checking_status_more_200 numeric
@attribute checking_status_0_and_200 numeric
@attribute checking_status_less_0 numeric
@attribute credit_history_no_credits numeric
@attribute credit_history_existing_paid numeric
@attribute credit_history_delayed_previsoulsy numeric
@attribute credit_history_critical numeric
@attribute credit_history_all_paid numeric
@attribute purpose_retraining numeric
@attribute purpose_repairs numeric
@attribute purpose_radio_tv numeric
@attribute purpose_other numeric
@attribute purpose_furniture_equipment numeric
@attribute prupose_education numeric
@attribute purpose_business numeric
@attribute purpose_used_car numeric
@attribute purpose_new_car numeric
@attribute purpose_domestic_appliance numeric
@attribute credit_amount numeric
@attribute saving_<100 numeric
@attribute saving_no_saving numeric
@attribute saving_500<=X<1000 numeric
@attribute saving_100<=X<500 numeric
@attribute saving_>=1000 numeric
@attribute employment_<1 numeric
@attribute employment_unemployed numeric
@attribute employment_4<=X<7 numeric
@attribute employment_1<=X<4 numeric
@attribute employment>=7 numeric
@attribute male_mar/wid numeric
@attribute male_div/sep numeric
@attribute male_single numeric
@attribute female_div/dep/mar numeric
@attribute age numeric
@attribute unskilled_resident numeric
@attribute high_qualif/self_emp/mgmt numeric
@attribute skilled numeric
@attribute unemp_or_unskilled_non_res numeric
@attribute class_is_bad numeric
@attribute class_is_good numeric

@data
787,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2675,0,0,1,0,0,0,0,0,0,1,0,0,1,0,40,0,0,1,0,0,1
788,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2751,0,1,0,0,0,0,0,0,0,1,0,0,1,0,38,0,0,1,0,0,1
789,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6224,1,0,0,0,0,0,0,0,0,1,0,0,1,0,50,0,0,1,0,1,0
790,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5998,1,0,0,0,0,0,0,0,1,0,0,0,1,0,27,0,0,1,0,1,0
791,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1188,1,0,0,0,0,0,0,0,0,1,0,0,0,1,39,0,0,1,0,1,0
792,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6313,0,1,0,0,0,0,0,0,0,1,0,0,1,0,41,0,1,0,0,0,1
793,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1221,0,1,0,0,0,0,0,0,1,0,1,0,0,0,27,0,0,1,0,0,1
794,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2892,1,0,0,0,0,0,0,0,0,1,0,1,0,0,51,0,0,1,0,0,1
795,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3062,0,0,1,0,0,0,0,0,0,1,0,0,1,0,32,0,0,1,0,0,1
796,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2301,0,0,0,1,0,1,0,0,0,0,0,0,0,1,22,0,0,1,0,0,1
797,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7511,0,1,0,0,0,0,0,0,0,1,0,0,1,0,51,0,0,1,0,1,0
798,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1258,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22,1,0,0,0,0,1
799,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,717,0,1,0,0,0,0,0,0,0,1,1,0,0,0,54,0,0,1,0,0,1
800,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1549,0,1,0,0,0,1,0,0,0,0,0,0,1,0,35,0,0,0,1,0,1
801,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1597,1,0,0,0,0,0,0,0,0,1,0,0,1,0,54,0,0,1,0,0,1
802,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1795,1,0,0,0,0,0,0,0,0,1,0,0,0,1,48,1,0,0,0,0,1
803,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4272,1,0,0,0,0,0,0,0,0,1,0,0,0,1,24,0,0,1,0,0,1
804,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,976,0,1,0,0,0,0,0,0,0,1,0,0,1,0,35,0,0,1,0,0,1
805,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7472,0,1,0,0,0,0,1,0,0,0,0,0,0,1,24,0,0,0,1,0,1
806,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9271,1,0,0,0,0,0,0,1,0,0,0,0,1,0,24,0,0,1,0,1,0
807,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,590,1,0,0,0,0,1,0,0,0,0,1,0,0,0,26,1,0,0,0,0,1
808,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,930,0,1,0,0,0,0,0,0,0,1,0,0,1,0,65,0,0,1,0,0,1
809,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9283,1,0,0,0,0,0,1,0,0,0,0,0,1,0,55,0,1,0,0,0,1
810,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1778,1,0,0,0,0,1,0,0,0,0,0,0,0,1,26,0,0,0,1,1,0
811,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,907,1,0,0,0,0,1,0,0,0,0,1,0,0,0,26,0,0,1,0,0,1
812,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,484,1,0,0,0,0,0,0,1,0,0,1,0,0,0,28,1,0,0,0,0,1
813,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9629,1,0,0,0,0,0,0,1,0,0,0,0,1,0,24,0,0,1,0,1,0
814,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3051,1,0,0,0,0,0,0,0,1,0,0,0,1,0,54,0,0,1,0,1,0
815,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3931,1,0,0,0,0,0,0,1,0,0,0,0,1,0,46,0,0,1,0,1,0
816,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7432,1,0,0,0,0,0,0,0,1,0,0,0,0,1,54,0,0,1,0,0,1
817,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1338,0,0,1,0,0,0,0,0,1,0,0,1,0,0,62,0,0,1,0,0,1
818,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1554,1,0,0,0,0,0,0,1,0,0,0,0,0,1,24,0,0,1,0,0,1
819,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15857,1,0,0,0,0,0,1,0,0,0,0,1,0,0,43,0,1,0,0,0,1
820,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1345,1,0,0,0,0,0,0,0,1,0,1,0,0,0,26,0,0,1,0,1,0
821,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1101,1,0,0,0,0,0,0,0,1,0,1,0,0,0,27,0,0,1,0,0,1
822,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3016,1,0,0,0,0,0,0,0,1,0,1,0,0,0,24,0,0,1,0,0,1
823,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2712,1,0,0,0,0,0,0,0,0,1,0,0,1,0,41,0,0,1,0,1,0
824,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,731,1,0,0,0,0,0,0,0,0,1,0,0,1,0,47,1,0,0,0,0,1
825,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3780,1,0,0,0,0,1,0,0,0,0,0,1,0,0,35,0,1,0,0,0,1
826,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1602,1,0,0,0,0,0,0,0,0,1,1,0,0,0,30,0,0,1,0,0,1
827,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3966,1,0,0,0,0,0,0,0,0,1,0,0,0,1,33,0,0,1,0,1,0
828,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4165,1,0,0,0,0,0,0,0,1,0,0,0,1,0,36,0,0,1,0,1,0
829,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8335,0,1,0,0,0,0,0,0,0,1,0,0,1,0,47,0,0,1,0,1,0
830,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6681,0,1,0,0,0,0,0,0,1,0,0,0,1,0,38,0,0,1,0,0,1
831,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2375,0,0,1,0,0,0,0,0,1,0,0,0,1,0,44,0,0,1,0,0,1
832,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1216,1,0,0,0,0,1,0,0,0,0,0,0,0,1,23,0,0,1,0,1,0
833,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11816,1,0,0,0,0,0,0,0,0,1,0,0,1,0,29,0,0,1,0,1,0
834,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5084,0,1,0,0,0,0,0,0,0,1,0,0,0,1,42,0,0,1,0,0,1
835,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2327,1,0,0,0,0,1,0,0,0,0,0,0,0,1,25,1,0,0,0,1,0
836,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1082,1,0,0,0,0,0,0,0,1,0,0,0,1,0,48,0,0,1,0,1,0
837,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,886,0,1,0,0,0,0,0,0,1,0,0,0,0,1,21,0,0,1,0,0,1
838,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,601,1,0,0,0,0,1,0,0,0,0,0,0,0,1,23,1,0,0,0,0,1
839,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2957,1,0,0,0,0,0,0,0,0,1,0,0,1,0,63,0,0,1,0,0,1
840,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2611,1,0,0,0,0,0,0,0,0,1,1,0,0,0,46,0,0,1,0,0,1
841,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5179,1,0,0,0,0,0,0,1,0,0,0,0,1,0,29,0,0,1,0,1,0
842,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2993,1,0,0,0,0,0,0,0,1,0,0,0,1,0,28,1,0,0,0,0,1
843,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1943,1,0,0,0,0,1,0,0,0,0,0,0,0,1,23,0,0,1,0,1,0
844,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1559,1,0,0,0,0,0,0,1,0,0,0,0,1,0,50,0,0,1,0,0,1
845,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3422,1,0,0,0,0,0,0,0,0,1,0,0,1,0,47,0,0,1,0,0,1
846,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3976,0,1,0,0,0,0,0,1,0,0,0,0,1,0,35,0,0,1,0,0,1
847,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6761,0,1,0,0,0,0,0,0,1,0,0,0,1,0,68,0,0,1,0,1,0
848,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1249,1,0,0,0,0,1,0,0,0,0,1,0,0,0,28,0,0,1,0,0,1
849,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1364,1,0,0,0,0,0,0,1,0,0,0,0,1,0,59,0,0,1,0,0,1
850,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,709,1,0,0,0,0,0,0,0,0,1,0,0,1,0,57,1,0,0,0,1,0
851,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2235,1,0,0,0,0,0,0,0,1,0,1,0,0,0,33,0,0,1,0,1,0
852,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4042,0,1,0,0,0,0,0,1,0,0,0,0,1,0,43,0,0,1,0,0,1
853,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1471,1,0,0,0,0,0,0,0,1,0,0,0,1,0,35,0,0,1,0,0,1
854,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1442,1,0,0,0,0,0,0,1,0,0,0,0,1,0,32,1,0,0,0,1,0
855,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10875,1,0,0,0,0,0,0,0,0,1,0,0,1,0,45,0,0,1,0,0,1
856,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1474,0,0,0,1,0,1,0,0,0,0,1,0,0,0,33,0,0,1,0,0,1
857,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,894,0,1,0,0,0,0,0,1,0,0,0,0,0,1,40,0,0,1,0,0,1
858,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3343,1,0,0,0,0,0,0,0,1,0,0,0,1,0,28,0,0,1,0,0,1
859,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3959,1,0,0,0,0,0,0,0,1,0,0,0,0,1,29,0,0,1,0,1,0
860,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3577,0,0,0,1,0,0,0,0,1,0,0,0,1,0,26,0,0,1,0,0,1
861,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5804,0,0,0,0,1,0,0,0,1,0,0,0,1,0,27,0,0,1,0,0,1
862,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2169,1,0,0,0,0,0,0,0,1,0,1,0,0,0,28,0,0,1,0,1,0
863,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2439,1,0,0,0,0,1,0,0,0,0,0,0,0,1,35,0,0,1,0,1,0
864,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4526,0,0,0,0,1,1,0,0,0,0,0,0,1,0,32,1,0,0,0,0,1
865,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2210,1,0,0,0,0,0,0,0,1,0,0,0,1,0,25,1,0,0,0,1,0
866,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2221,0,0,1,0,0,0,0,0,1,0,0,0,0,1,20,0,0,1,0,0,1
867,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2389,1,0,0,0,0,1,0,0,0,0,0,0,0,1,27,0,0,1,0,0,1
868,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3331,1,0,0,0,0,0,0,0,0,1,0,0,1,0,42,0,0,1,0,0,1
869,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7409,0,1,0,0,0,0,0,0,0,1,0,0,1,0,37,0,0,1,0,0,1
870,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,652,1,0,0,0,0,0,0,0,0,1,0,0,0,1,24,0,0,1,0,0,1
871,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7678,0,0,1,0,0,0,0,1,0,0,0,0,0,1,40,0,0,1,0,0,1
872,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1343,1,0,0,0,0,0,0,0,0,1,0,0,1,0,46,0,0,1,0,0,1
873,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1382,0,0,0,1,0,0,0,1,0,0,0,0,1,0,26,0,0,1,0,0,1
874,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,874,0,1,0,0,0,1,0,0,0,0,0,0,0,1,24,0,0,1,0,0,1
875,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3590,1,0,0,0,0,0,0,0,1,0,0,0,1,0,29,1,0,0,0,0,1
876,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1322,0,0,0,0,1,0,0,0,1,0,0,0,0,1,40,0,0,1,0,0,1
877,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1940,1,0,0,0,0,1,0,0,0,0,0,0,1,0,36,0,1,0,0,0,1
878,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3595,1,0,0,0,0,0,0,0,0,1,0,0,1,0,28,0,0,1,0,0,1
879,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1422,1,0,0,0,0,1,0,0,0,0,0,0,1,0,27,0,1,0,0,1,0
880,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6742,0,1,0,0,0,0,0,1,0,0,0,0,1,0,36,0,0,1,0,0,1
881,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7814,1,0,0,0,0,0,0,1,0,0,0,0,1,0,38,0,1,0,0,0,1
882,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9277,0,1,0,0,0,0,0,0,1,0,0,1,0,0,48,0,0,1,0,0,1
883,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2181,0,1,0,0,0,0,0,0,0,1,0,0,1,0,36,0,0,1,0,0,1
884,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1098,1,0,0,0,0,0,1,0,0,0,0,0,0,1,65,0,0,0,1,0,1
885,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4057,1,0,0,0,0,0,0,1,0,0,0,1,0,0,43,0,0,1,0,1,0
886,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,795,1,0,0,0,0,1,0,0,0,0,0,0,0,1,53,0,0,1,0,1,0
887,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2825,0,1,0,0,0,0,0,1,0,0,0,0,1,0,34,0,0,1,0,0,1
888,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15672,1,0,0,0,0,0,0,0,1,0,0,0,1,0,23,0,0,1,0,1,0
889,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6614,1,0,0,0,0,0,0,0,0,1,0,0,1,0,34,0,1,0,0,0,1
890,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7824,0,1,0,0,0,1,0,0,0,0,0,0,1,0,40,0,0,1,0,0,1
891,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2442,1,0,0,0,0,0,0,0,0,1,0,0,1,0,43,0,1,0,0,0,1
892,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1829,1,0,0,0,0,0,0,0,0,1,0,0,1,0,46,0,0,1,0,0,1
893,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2171,1,0,0,0,0,0,0,0,1,0,0,0,1,0,38,1,0,0,0,0,1
894,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5800,1,0,0,0,0,0,0,0,1,0,0,0,1,0,34,0,0,1,0,0,1
895,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1169,0,1,0,0,0,0,0,0,1,0,0,0,1,0,29,0,0,1,0,0,1
896,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8947,0,1,0,0,0,0,0,1,0,0,0,0,1,0,31,0,1,0,0,0,1
897,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2606,1,0,0,0,0,1,0,0,0,0,0,0,0,1,28,0,1,0,0,0,1
898,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1592,0,0,0,0,1,0,0,1,0,0,0,0,0,1,35,0,0,1,0,0,1
899,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2186,0,1,0,0,0,0,0,1,0,0,0,0,0,1,33,1,0,0,0,0,1
900,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4153,1,0,0,0,0,0,0,0,1,0,0,0,1,0,42,0,0,1,0,1,0
901,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2625,1,0,0,0,0,0,0,0,0,1,0,0,1,0,43,0,0,1,0,1,0
902,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3485,0,1,0,0,0,1,0,0,0,0,0,1,0,0,44,0,0,1,0,0,1
903,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10477,0,1,0,0,0,0,0,0,0,1,0,0,1,0,42,0,0,1,0,0,1
904,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1386,0,1,0,0,0,0,0,0,1,0,1,0,0,0,40,0,0,1,0,0,1
905,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1278,1,0,0,0,0,0,0,0,0,1,0,0,1,0,36,0,1,0,0,0,1
906,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1107,1,0,0,0,0,0,0,0,1,0,0,0,1,0,20,0,1,0,0,0,1
907,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3763,0,1,0,0,0,0,0,1,0,0,0,0,1,0,24,1,0,0,0,0,1
908,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3711,0,1,0,0,0,0,0,0,1,0,1,0,0,0,27,0,0,1,0,0,1
909,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3594,1,0,0,0,0,1,0,0,0,0,0,0,0,1,46,1,0,0,0,0,1
910,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3195,0,1,0,0,0,0,0,0,1,0,0,0,0,1,33,1,0,0,0,0,1
911,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4454,1,0,0,0,0,0,0,0,1,0,0,0,0,1,34,0,0,1,0,0,1
912,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4736,1,0,0,0,0,1,0,0,0,0,0,0,0,1,25,1,0,0,0,1,0
913,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2991,0,1,0,0,0,0,0,0,0,1,0,0,0,1,25,0,0,1,0,0,1
914,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2142,0,0,0,0,1,0,0,0,0,1,0,1,0,0,28,0,0,1,0,0,1
915,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3161,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0,0,1,0,1,0
916,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18424,1,0,0,0,0,0,0,0,1,0,0,0,0,1,32,0,1,0,0,1,0
917,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2848,0,0,0,1,0,0,0,0,1,0,0,0,1,0,32,0,0,1,0,0,1
918,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14896,1,0,0,0,0,0,0,0,0,1,0,0,1,0,68,0,1,0,0,1,0
919,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2359,0,0,0,1,0,0,1,0,0,0,0,1,0,0,33,0,0,1,0,1,0
920,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3345,1,0,0,0,0,0,0,0,0,1,0,0,1,0,39,0,1,0,0,1,0
921,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1817,1,0,0,0,0,0,0,0,1,0,0,0,0,1,28,0,0,1,0,0,1
922,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12749,0,0,1,0,0,0,0,1,0,0,0,0,1,0,37,0,1,0,0,0,1
923,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1366,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22,0,0,1,0,1,0
924,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2002,1,0,0,0,0,0,0,1,0,0,0,0,1,0,30,0,0,1,0,0,1
925,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6872,1,0,0,0,0,1,0,0,0,0,0,1,0,0,55,0,0,1,0,1,0
926,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,697,1,0,0,0,0,1,0,0,0,0,0,0,1,0,46,0,0,1,0,1,0
927,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1049,1,0,0,0,0,1,0,0,0,0,0,0,0,1,21,0,0,1,0,0,1
928,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10297,1,0,0,0,0,0,0,1,0,0,0,0,1,0,39,0,0,1,0,1,0
929,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1867,0,1,0,0,0,0,0,0,0,1,0,0,1,0,58,0,0,1,0,0,1
930,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1344,1,0,0,0,0,0,0,0,1,0,0,0,1,0,43,1,0,0,0,0,1
931,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1747,1,0,0,0,0,1,0,0,0,0,0,0,1,0,24,1,0,0,0,0,1
932,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1670,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22,0,0,1,0,1,0
933,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1224,1,0,0,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,0,0,1
934,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,522,0,0,1,0,0,0,0,0,0,1,0,0,1,0,42,0,0,1,0,0,1
935,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1498,1,0,0,0,0,0,0,0,1,0,0,0,0,1,23,0,0,1,0,0,1
936,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1919,0,0,0,1,0,1,0,0,0,0,0,0,1,0,30,0,1,0,0,1,0
937,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,745,1,0,0,0,0,0,0,0,1,0,0,0,0,1,28,1,0,0,0,1,0
938,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2063,1,0,0,0,0,1,0,0,0,0,1,0,0,0,30,0,1,0,0,0,1
939,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6288,1,0,0,0,0,0,0,0,1,0,0,0,1,0,42,0,0,1,0,1,0
940,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6842,0,1,0,0,0,0,0,0,1,0,0,0,1,0,46,0,1,0,0,0,1
941,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3527,0,1,0,0,0,1,0,0,0,0,0,0,1,0,45,0,1,0,0,0,1
942,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1546,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,1,0,0,0,0,1
